"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000030909","Anks4b","ankyrin repeat and sterile alpha motif domain containing 4B [Source:MGI Symbol;Acc:MGI:1919324]"
"ENSMUSG00000060371","Caln1","calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987]"
"ENSMUSG00000031770","Herpud1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:MGI Symbol;Acc:MGI:1927406]"
"ENSMUSG00000022312","Eif3h","eukaryotic translation initiation factor 3, subunit H [Source:MGI Symbol;Acc:MGI:1915385]"
"ENSMUSG00000027630","Tbl1xr1","transducin (beta)-like 1X-linked receptor 1 [Source:MGI Symbol;Acc:MGI:2441730]"
"ENSMUSG00000032087","Dscaml1","Down syndrome cell adhesion molecule like 1 [Source:MGI Symbol;Acc:MGI:2150309]"
"ENSMUSG00000095993","Gm21060","predicted gene, 21060 [Source:MGI Symbol;Acc:MGI:5434415]"
"ENSMUSG00000054400","Cklf","chemokine-like factor [Source:MGI Symbol;Acc:MGI:1922708]"
"ENSMUSG00000025907","Rb1cc1","RB1-inducible coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1341850]"
"ENSMUSG00000098950","Gm28036","predicted gene, 28036 [Source:MGI Symbol;Acc:MGI:5547772]"
"ENSMUSG00000043331","Olfr975","olfactory receptor 975 [Source:MGI Symbol;Acc:MGI:3030809]"
"ENSMUSG00000054836","Elp6","elongator acetyltransferase complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919349]"
"ENSMUSG00000008843","Cldn13","claudin 13 [Source:MGI Symbol;Acc:MGI:1913102]"
"ENSMUSG00000052407","Ccdc171","coiled-coil domain containing 171 [Source:MGI Symbol;Acc:MGI:1922152]"
"ENSMUSG00000072770","Acrbp","proacrosin binding protein [Source:MGI Symbol;Acc:MGI:1859515]"
"ENSMUSG00000037351","Actr1b","ARP1 actin-related protein 1B, centractin beta [Source:MGI Symbol;Acc:MGI:1917446]"
"ENSMUSG00000021123","Rdh12","retinol dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1925224]"
"ENSMUSG00000031311","",""
"ENSMUSG00000074582","Arfgef2","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2139354]"
"ENSMUSG00000022770","Dlg1","discs, large homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:107231]"
"ENSMUSG00000038708","Golga4","golgi autoantigen, golgin subfamily a, 4 [Source:MGI Symbol;Acc:MGI:1859646]"
"ENSMUSG00000075566","Krtap4-6","keratin associated protein 4-6 [Source:MGI Symbol;Acc:MGI:1916018]"
"ENSMUSG00000020181","Nav3","neuron navigator 3 [Source:MGI Symbol;Acc:MGI:2183703]"
"ENSMUSG00000021743","Fezf2","Fez family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1859823]"
"ENSMUSG00000016200","Syt14","synaptotagmin XIV [Source:MGI Symbol;Acc:MGI:2444490]"
"ENSMUSG00000052921","Arhgef15","Rho guanine nucleotide exchange factor (GEF) 15 [Source:MGI Symbol;Acc:MGI:3045246]"
"ENSMUSG00000042029","Ncapg2","non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]"
"ENSMUSG00000024647","Cbln2","cerebellin 2 precursor protein [Source:MGI Symbol;Acc:MGI:88282]"
"ENSMUSG00000024387","Csnk2b","casein kinase 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:88548]"
"ENSMUSG00000049907","Rasl11b","RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]"
"ENSMUSG00000078919","",""
"ENSMUSG00000004612","Nkg7","natural killer cell group 7 sequence [Source:MGI Symbol;Acc:MGI:1931250]"
"ENSMUSG00000033427","Upb1","ureidopropionase, beta [Source:MGI Symbol;Acc:MGI:2143535]"
"ENSMUSG00000039623","Ap5z1","adaptor-related protein complex 5, zeta 1 subunit [Source:MGI Symbol;Acc:MGI:1924908]"
"ENSMUSG00000030796","Tead2","TEA domain family member 2 [Source:MGI Symbol;Acc:MGI:104904]"
"ENSMUSG00000081234","Olfr1120","olfactory receptor 1120 [Source:MGI Symbol;Acc:MGI:3030954]"
"ENSMUSG00000054079","Utp18","UTP18 small subunit processome component [Source:MGI Symbol;Acc:MGI:1923402]"
"ENSMUSG00000055128","Cgrrf1","cell growth regulator with ring finger domain 1 [Source:MGI Symbol;Acc:MGI:1916368]"
"ENSMUSG00000061022","Vmn1r222","vomeronasal 1 receptor 222 [Source:MGI Symbol;Acc:MGI:2159679]"
"ENSMUSG00000032872","Cyb5r4","cytochrome b5 reductase 4 [Source:MGI Symbol;Acc:MGI:2386848]"
"ENSMUSG00000070583","Fv1","Friend virus susceptibility 1 [Source:MGI Symbol;Acc:MGI:95595]"
"ENSMUSG00000028689","Ccdc163","coiled-coil domain containing 163 [Source:MGI Symbol;Acc:MGI:1915644]"
"ENSMUSG00000022151","Ttc33","tetratricopeptide repeat domain 33 [Source:MGI Symbol;Acc:MGI:1914765]"
"ENSMUSG00000026005","Rpe","ribulose-5-phosphate-3-epimerase [Source:MGI Symbol;Acc:MGI:1913896]"
"ENSMUSG00000002588","Pon1","paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]"
"ENSMUSG00000023039","Krt7","keratin 7 [Source:MGI Symbol;Acc:MGI:96704]"
"ENSMUSG00000047678","Gpr82","G protein-coupled receptor 82 [Source:MGI Symbol;Acc:MGI:2441734]"
"ENSMUSG00000028480","Glipr2","GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]"
"ENSMUSG00000050102","Vmn1r235","vomeronasal 1 receptor 235 [Source:MGI Symbol;Acc:MGI:2159636]"
"ENSMUSG00000061578","Ksr2","kinase suppressor of ras 2 [Source:MGI Symbol;Acc:MGI:3610315]"
"ENSMUSG00000094692","Olfr738","olfactory receptor 738 [Source:MGI Symbol;Acc:MGI:3030572]"
"ENSMUSG00000094197","Olfr474","olfactory receptor 474 [Source:MGI Symbol;Acc:MGI:3030308]"
"ENSMUSG00000044227","Gm9789","predicted gene 9789 [Source:MGI Symbol;Acc:MGI:3642043]"
"ENSMUSG00000034560","A230046K03Rik","RIKEN cDNA A230046K03 gene [Source:MGI Symbol;Acc:MGI:2441787]"
"ENSMUSG00000067455","Hist1h4j","histone cluster 1, H4j [Source:MGI Symbol;Acc:MGI:2448436]"
"ENSMUSG00000022454","Nell2","NEL-like 2 [Source:MGI Symbol;Acc:MGI:1858510]"
"ENSMUSG00000027528","",""
"ENSMUSG00000074378","Bsph1","binder of sperm protein homolog 1 [Source:MGI Symbol;Acc:MGI:2685613]"
"ENSMUSG00000038599","Capn8","calpain 8 [Source:MGI Symbol;Acc:MGI:2181366]"
"ENSMUSG00000068082","Grxcr1","glutaredoxin, cysteine rich 1 [Source:MGI Symbol;Acc:MGI:3577767]"
"ENSMUSG00000072952","Gm5878","predicted gene 5878 [Source:MGI Symbol;Acc:MGI:3647625]"
"ENSMUSG00000035183","Slc24a5","solute carrier family 24, member 5 [Source:MGI Symbol;Acc:MGI:2677271]"
"ENSMUSG00000058638","Zfp110","zinc finger protein 110 [Source:MGI Symbol;Acc:MGI:1890378]"
"ENSMUSG00000097239","Gm27029","predicted gene, 27029 [Source:MGI Symbol;Acc:MGI:5504144]"
"ENSMUSG00000078490","",""
"ENSMUSG00000024803","Ankrd1","ankyrin repeat domain 1 (cardiac muscle) [Source:MGI Symbol;Acc:MGI:1097717]"
"ENSMUSG00000071521","Try10","trypsin 10 [Source:MGI Symbol;Acc:MGI:3687012]"
"ENSMUSG00000048170","Mcmbp","minichromosome maintenance complex binding protein [Source:MGI Symbol;Acc:MGI:1920977]"
"ENSMUSG00000029535","Triap1","TP53 regulated inhibitor of apoptosis 1 [Source:MGI Symbol;Acc:MGI:1916326]"
"ENSMUSG00000000202","Btbd17","BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]"
"ENSMUSG00000014704","Hoxa2","homeobox A2 [Source:MGI Symbol;Acc:MGI:96174]"
"ENSMUSG00000033006","Sox10","SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]"
"ENSMUSG00000069306","Hist1h4m","histone cluster 1, H4m [Source:MGI Symbol;Acc:MGI:2448441]"
"ENSMUSG00000017550","Atad5","ATPase family, AAA domain containing 5 [Source:MGI Symbol;Acc:MGI:2442925]"
"ENSMUSG00000036469","",""
"ENSMUSG00000029538","Srsf9","serine/arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896]"
"ENSMUSG00000091983","Olfr457","olfactory receptor 457 [Source:MGI Symbol;Acc:MGI:3030291]"
"ENSMUSG00000028245","Nsmaf","neutral sphingomyelinase (N-SMase) activation associated factor [Source:MGI Symbol;Acc:MGI:1341864]"
"ENSMUSG00000035790","Cep19","centrosomal protein 19 [Source:MGI Symbol;Acc:MGI:1914244]"
"ENSMUSG00000040751","Lat2","linker for activation of T cells family, member 2 [Source:MGI Symbol;Acc:MGI:1926479]"
"ENSMUSG00000047409","Ctdspl","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]"
"ENSMUSG00000021216","Tubal3","tubulin, alpha-like 3 [Source:MGI Symbol;Acc:MGI:3588215]"
"ENSMUSG00000100586","Vmn1r90","vomeronasal 1 receptor 90 [Source:MGI Symbol;Acc:MGI:3612342]"
"ENSMUSG00000095901","",""
"ENSMUSG00000044573","Acp1","acid phosphatase 1, soluble [Source:MGI Symbol;Acc:MGI:87881]"
"ENSMUSG00000069294","Vmn1r197","vomeronasal 1 receptor 197 [Source:MGI Symbol;Acc:MGI:2159686]"
"ENSMUSG00000036820","Amdhd2","amidohydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:2443978]"
"ENSMUSG00000040054","Baz2a","bromodomain adjacent to zinc finger domain, 2A [Source:MGI Symbol;Acc:MGI:2151152]"
"ENSMUSG00000020383","Il13","interleukin 13 [Source:MGI Symbol;Acc:MGI:96541]"
"ENSMUSG00000044018","Mrpl50","mitochondrial ribosomal protein L50 [Source:MGI Symbol;Acc:MGI:107329]"
"ENSMUSG00000006471","Ndor1","NADPH dependent diflavin oxidoreductase 1 [Source:MGI Symbol;Acc:MGI:1926047]"
"ENSMUSG00000052738","Suclg1","succinate-CoA ligase, GDP-forming, alpha subunit [Source:MGI Symbol;Acc:MGI:1927234]"
"ENSMUSG00000021384","Susd3","sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579]"
"ENSMUSG00000045394","Epcam","epithelial cell adhesion molecule [Source:MGI Symbol;Acc:MGI:106653]"
"ENSMUSG00000024597","Slc12a2","solute carrier family 12, member 2 [Source:MGI Symbol;Acc:MGI:101924]"
"ENSMUSG00000039910","Cited2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:MGI Symbol;Acc:MGI:1306784]"
"ENSMUSG00000025037","Maoa","monoamine oxidase A [Source:MGI Symbol;Acc:MGI:96915]"
"ENSMUSG00000045648","Vwc2l","von Willebrand factor C domain-containing protein 2-like [Source:MGI Symbol;Acc:MGI:2444069]"
"ENSMUSG00000019831","Wasf1","WAS protein family, member 1 [Source:MGI Symbol;Acc:MGI:1890563]"
"ENSMUSG00000031960","Aars","alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560]"
"ENSMUSG00000031448","",""
"ENSMUSG00000027859","Ngf","nerve growth factor [Source:MGI Symbol;Acc:MGI:97321]"
"ENSMUSG00000051212","Gpr183","G protein-coupled receptor 183 [Source:MGI Symbol;Acc:MGI:2442034]"
"ENSMUSG00000042333","Tnfrsf14","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator) [Source:MGI Symbol;Acc:MGI:2675303]"
"ENSMUSG00000098923","Tmem185b","transmembrane protein 185B [Source:MGI Symbol;Acc:MGI:1917634]"
"ENSMUSG00000090107","Gm11492","predicted gene 11492 [Source:MGI Symbol;Acc:MGI:3651136]"
"ENSMUSG00000029416","Slc15a4","solute carrier family 15, member 4 [Source:MGI Symbol;Acc:MGI:2140796]"
"ENSMUSG00000030718","Ppme1","protein phosphatase methylesterase 1 [Source:MGI Symbol;Acc:MGI:1919840]"
"ENSMUSG00000027239","Mdk","midkine [Source:MGI Symbol;Acc:MGI:96949]"
"ENSMUSG00000031556","Tm2d2","TM2 domain containing 2 [Source:MGI Symbol;Acc:MGI:1916992]"
"ENSMUSG00000034675","",""
"ENSMUSG00000044084","4933402P03Rik","RIKEN cDNA 4933402P03 gene [Source:MGI Symbol;Acc:MGI:1918293]"
"ENSMUSG00000018844","Fndc8","fibronectin type III domain containing 8 [Source:MGI Symbol;Acc:MGI:1926169]"
"ENSMUSG00000107417","Olfr1383","olfactory receptor 1383 [Source:MGI Symbol;Acc:MGI:3031217]"
"ENSMUSG00000091863","Cldn34a","claudin 34A [Source:MGI Symbol;Acc:MGI:3779684]"
"ENSMUSG00000004947","Dtx2","deltex 2, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1921448]"
"ENSMUSG00000063362","Alg11","asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2142632]"
"ENSMUSG00000020286","1700093K21Rik","RIKEN cDNA 1700093K21 gene [Source:MGI Symbol;Acc:MGI:1914608]"
"ENSMUSG00000021260","Hhipl1","hedgehog interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1919265]"
"ENSMUSG00000032295","Man2c1","mannosidase, alpha, class 2C, member 1 [Source:MGI Symbol;Acc:MGI:1920994]"
"ENSMUSG00000039224","D1Pas1","DNA segment, Chr 1, Pasteur Institute 1 [Source:MGI Symbol;Acc:MGI:91842]"
"ENSMUSG00000005371","Fbxo11","F-box protein 11 [Source:MGI Symbol;Acc:MGI:2147134]"
"ENSMUSG00000063777","Olfr1469","olfactory receptor 1469 [Source:MGI Symbol;Acc:MGI:3031303]"
"ENSMUSG00000042874","D930007J09Rik","RIKEN cDNA D930007J09 gene [Source:MGI Symbol;Acc:MGI:3686989]"
"ENSMUSG00000074733","Zfp950","zinc finger protein 950 [Source:MGI Symbol;Acc:MGI:2652824]"
"ENSMUSG00000028834","Trim63","tripartite motif-containing 63 [Source:MGI Symbol;Acc:MGI:2447992]"
"ENSMUSG00000062074","Wisp3","WNT1 inducible signaling pathway protein 3 [Source:MGI Symbol;Acc:MGI:2685581]"
"ENSMUSG00000047907","Tshz2","teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084]"
"ENSMUSG00000056383","AI987944","expressed sequence AI987944 [Source:MGI Symbol;Acc:MGI:2142079]"
"ENSMUSG00000032038","St3gal4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:1316743]"
"ENSMUSG00000047675","Rps8","ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]"
"ENSMUSG00000052957","Gas1","growth arrest specific 1 [Source:MGI Symbol;Acc:MGI:95655]"
"ENSMUSG00000042831","Alkbh6","alkB homolog 6 [Source:MGI Symbol;Acc:MGI:2142037]"
"ENSMUSG00000023009","Nckap5l","NCK-associated protein 5-like [Source:MGI Symbol;Acc:MGI:3609653]"
"ENSMUSG00000020532","",""
"ENSMUSG00000070280","Slc22a14","solute carrier family 22 (organic cation transporter), member 14 [Source:MGI Symbol;Acc:MGI:2685974]"
"ENSMUSG00000026031","Cflar","CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166]"
"ENSMUSG00000020177","9530003J23Rik","RIKEN cDNA 9530003J23 gene [Source:MGI Symbol;Acc:MGI:1924647]"
"ENSMUSG00000039215","Svs1","seminal vesicle secretory protein 1 [Source:MGI Symbol;Acc:MGI:2682321]"
"ENSMUSG00000103793","Pcdhga6","protocadherin gamma subfamily A, 6 [Source:MGI Symbol;Acc:MGI:1935218]"
"ENSMUSG00000055675","Kbtbd11","kelch repeat and BTB (POZ) domain containing 11 [Source:MGI Symbol;Acc:MGI:1922151]"
"ENSMUSG00000040471","Ggt6","gamma-glutamyltransferase 6 [Source:MGI Symbol;Acc:MGI:1918772]"
"ENSMUSG00000039109","F13a1","coagulation factor XIII, A1 subunit [Source:MGI Symbol;Acc:MGI:1921395]"
"ENSMUSG00000035228","",""
"ENSMUSG00000055762","Eef1d","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:MGI Symbol;Acc:MGI:1913906]"
"ENSMUSG00000019775","Rgs17","regulator of G-protein signaling 17 [Source:MGI Symbol;Acc:MGI:1927469]"
"ENSMUSG00000028801","Stpg1","sperm tail PG rich repeat containing 1 [Source:MGI Symbol;Acc:MGI:1926056]"
"ENSMUSG00000044986","Tst","thiosulfate sulfurtransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:98852]"
"ENSMUSG00000006058","Snf8","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1343161]"
"ENSMUSG00000027364","Usp50","ubiquitin specific peptidase 50 [Source:MGI Symbol;Acc:MGI:1922333]"
"ENSMUSG00000055200","Sertad3","SERTA domain containing 3 [Source:MGI Symbol;Acc:MGI:2180697]"
"ENSMUSG00000008813","Tppp2","tubulin polymerization-promoting protein family member 2 [Source:MGI Symbol;Acc:MGI:2684923]"
"ENSMUSG00000047342","Zfp286","zinc finger protein 286 [Source:MGI Symbol;Acc:MGI:2384758]"
"ENSMUSG00000029517","Ankrd7","ankyrin repeat domain 7 [Source:MGI Symbol;Acc:MGI:1922446]"
"ENSMUSG00000025789","St8sia2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:106020]"
"ENSMUSG00000025420","Katnal2","katanin p60 subunit A-like 2 [Source:MGI Symbol;Acc:MGI:1924234]"
"ENSMUSG00000029235","Pdcl2","phosducin-like 2 [Source:MGI Symbol;Acc:MGI:1890655]"
"ENSMUSG00000026427","Eif2d","eukaryotic translation initiation factor 2D [Source:MGI Symbol;Acc:MGI:109342]"
"ENSMUSG00000096477","Olfr92","olfactory receptor 92 [Source:MGI Symbol;Acc:MGI:2177475]"
"ENSMUSG00000044626","Liph","lipase, member H [Source:MGI Symbol;Acc:MGI:2388029]"
"ENSMUSG00000027706","Sec62","SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526]"
"ENSMUSG00000030278","Cidec","cell death-inducing DFFA-like effector c [Source:MGI Symbol;Acc:MGI:95585]"
"ENSMUSG00000103310","Pcdha12","protocadherin alpha 12 [Source:MGI Symbol;Acc:MGI:1298370]"
"ENSMUSG00000024165","Hn1l","hematological and neurological expressed 1-like [Source:MGI Symbol;Acc:MGI:1196260]"
"ENSMUSG00000006289","Osgep","O-sialoglycoprotein endopeptidase [Source:MGI Symbol;Acc:MGI:1913496]"
"ENSMUSG00000050212","Eva1b","eva-1 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:1922063]"
"ENSMUSG00000029838","Ptn","pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]"
"ENSMUSG00000026630","Batf3","basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]"
"ENSMUSG00000024070","Prkd3","protein kinase D3 [Source:MGI Symbol;Acc:MGI:1922542]"
"ENSMUSG00000000708","Kat2b","K(lysine) acetyltransferase 2B [Source:MGI Symbol;Acc:MGI:1343094]"
"ENSMUSG00000022437","Samm50","SAMM50 sorting and assembly machinery component [Source:MGI Symbol;Acc:MGI:1915903]"
"ENSMUSG00000038663","Fsd2","fibronectin type III and SPRY domain containing 2 [Source:MGI Symbol;Acc:MGI:2444310]"
"ENSMUSG00000058631","",""
"ENSMUSG00000030450","Oca2","oculocutaneous albinism II [Source:MGI Symbol;Acc:MGI:97454]"
"ENSMUSG00000040209","Zfp704","zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]"
"ENSMUSG00000021322","Aoah","acyloxyacyl hydrolase [Source:MGI Symbol;Acc:MGI:1350928]"
"ENSMUSG00000020538","Srebf1","sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]"
"ENSMUSG00000002949","Timm44","translocase of inner mitochondrial membrane 44 [Source:MGI Symbol;Acc:MGI:1343262]"
"ENSMUSG00000092534","",""
"ENSMUSG00000049755","Zfp672","zinc finger protein 672 [Source:MGI Symbol;Acc:MGI:2442105]"
"ENSMUSG00000068732","",""
"ENSMUSG00000027080","Med19","mediator complex subunit 19 [Source:MGI Symbol;Acc:MGI:1914234]"
"ENSMUSG00000038011","Dnah10","dynein, axonemal, heavy chain 10 [Source:MGI Symbol;Acc:MGI:1860299]"
"ENSMUSG00000014243","Zswim7","zinc finger SWIM-type containing 7 [Source:MGI Symbol;Acc:MGI:1916997]"
"ENSMUSG00000037098","Rab11fip3","RAB11 family interacting protein 3 (class II) [Source:MGI Symbol;Acc:MGI:2444431]"
"ENSMUSG00000026984","Il1f6","interleukin 1 family, member 6 [Source:MGI Symbol;Acc:MGI:1859324]"
"ENSMUSG00000022066","Gm21685","predicted gene, 21685 [Source:MGI Symbol;Acc:MGI:5435040]"
"ENSMUSG00000039901","9130011E15Rik","RIKEN cDNA 9130011E15 gene [Source:MGI Symbol;Acc:MGI:1918867]"
"ENSMUSG00000052336","Cx3cr1","chemokine (C-X3-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:1333815]"
"ENSMUSG00000054191","Klf1","Kruppel-like factor 1 (erythroid) [Source:MGI Symbol;Acc:MGI:1342771]"
"ENSMUSG00000060084","Olfr748","olfactory receptor 748 [Source:MGI Symbol;Acc:MGI:3030582]"
"ENSMUSG00000024991","Eif3a","eukaryotic translation initiation factor 3, subunit A [Source:MGI Symbol;Acc:MGI:95301]"
"ENSMUSG00000040690","Col16a1","collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]"
"ENSMUSG00000032311","Nrg4","neuregulin 4 [Source:MGI Symbol;Acc:MGI:1933833]"
"ENSMUSG00000040010","Slc7a5","solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 [Source:MGI Symbol;Acc:MGI:1298205]"
"ENSMUSG00000034158","Lrrc58","leucine rich repeat containing 58 [Source:MGI Symbol;Acc:MGI:2443542]"
"ENSMUSG00000050350","Gpr18","G protein-coupled receptor 18 [Source:MGI Symbol;Acc:MGI:107859]"
"ENSMUSG00000050538","B230217C12Rik","RIKEN cDNA B230217C12 gene [Source:MGI Symbol;Acc:MGI:1915377]"
"ENSMUSG00000073424","Cyp4f15","cytochrome P450, family 4, subfamily f, polypeptide 15 [Source:MGI Symbol;Acc:MGI:2146921]"
"ENSMUSG00000037531","Mrpl47","mitochondrial ribosomal protein L47 [Source:MGI Symbol;Acc:MGI:1921850]"
"ENSMUSG00000034292","Traf3ip1","TRAF3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921269]"
"ENSMUSG00000022125","Cln5","ceroid-lipofuscinosis, neuronal 5 [Source:MGI Symbol;Acc:MGI:2442253]"
"ENSMUSG00000038020","Rapgefl1","Rap guanine nucleotide exchange factor (GEF)-like 1 [Source:MGI Symbol;Acc:MGI:3611446]"
"ENSMUSG00000021738","Atxn7","ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277]"
"ENSMUSG00000028573","Fggy","FGGY carbohydrate kinase domain containing [Source:MGI Symbol;Acc:MGI:1922828]"
"ENSMUSG00000021661","Ankra2","ankyrin repeat, family A (RFXANK-like), 2 [Source:MGI Symbol;Acc:MGI:1915808]"
"ENSMUSG00000027887","Sypl2","synaptophysin-like 2 [Source:MGI Symbol;Acc:MGI:1328311]"
"ENSMUSG00000052382","Rnase9","ribonuclease, RNase A family, 9 (non-active) [Source:MGI Symbol;Acc:MGI:3057273]"
"ENSMUSG00000028333","Anp32b","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B [Source:MGI Symbol;Acc:MGI:1914878]"
"ENSMUSG00000045482","Trrap","transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272]"
"ENSMUSG00000036459","Wtip","WT1-interacting protein [Source:MGI Symbol;Acc:MGI:2141920]"
"ENSMUSG00000001300","Efnb2","ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]"
"ENSMUSG00000028331","Trmo","tRNA methyltransferase O [Source:MGI Symbol;Acc:MGI:1922003]"
"ENSMUSG00000029177","Cenpa","centromere protein A [Source:MGI Symbol;Acc:MGI:88375]"
"ENSMUSG00000015890","Amdhd1","amidohydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919011]"
"ENSMUSG00000022769","Sdf2l1","stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]"
"ENSMUSG00000061273","Mmgt1","membrane magnesium transporter 1 [Source:MGI Symbol;Acc:MGI:2384305]"
"ENSMUSG00000028820","Sfpq","splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764]"
"ENSMUSG00000103037","Pcdhgb1","protocadherin gamma subfamily B, 1 [Source:MGI Symbol;Acc:MGI:1935169]"
"ENSMUSG00000040280","Ndufa4l2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 [Source:MGI Symbol;Acc:MGI:3039567]"
"ENSMUSG00000024258","Polr2d","polymerase (RNA) II (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1916491]"
